loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,chargeoff_within_12_mths,pub_rec_bankruptcies,tax_liens,revol_util_missing,loan_to_income,installment_ratio,credit_age_years,loan_duration_days,high_dti_flag,high_interest_flag,target_default
10000,10000, 36 months,7.88,312.82,A,A5,Liberty ISD,5 years,RENT,60000.0,Verified,2010-08-01,Fully Paid,house,773xx,TX,18.88,0,1999-08-01,3,0.0,0.0,12,0,7907,56.0,38,2011-05-01,2011-05-01,0.0,0.0,0.0,0.0,0,0.16666666666666666,0.005213666666666667,11.008219178082191,273.0,0,0,0
6000,6000, 36 months,11.12,196.78,B,B3,Provena Covenant Medical Center,< 1 year,MORTGAGE,33600.0,Not Verified,2010-08-01,Fully Paid,credit_card,618xx,IL,16.86,0,1990-01-01,1,0.0,0.0,13,0,8249,18.7,15,2013-09-01,2016-01-01,0.0,0.0,0.0,0.0,0,0.17857142857142858,0.005856547619047619,20.594520547945205,1127.0,0,0,0
6500,6500, 60 months,7.88,131.43,A,A5,Blanchard Valley Farmers Co-Op,10+ years,MORTGAGE,118200.0,Not Verified,2010-08-01,Fully Paid,car,458xx,OH,8.31,0,1978-09-01,0,0.0,0.0,10,0,20604,27.4,39,2014-05-01,2014-05-01,0.0,0.0,0.0,0.0,0,0.05499153976311337,0.0011119289340101523,31.936986301369863,1369.0,0,0,0
4000,4000, 36 months,11.12,131.19,B,B3,"NY 4 Pretzels, INC",< 1 year,RENT,19820.0,Not Verified,2010-08-01,Fully Paid,credit_card,113xx,NY,5.99,0,2001-06-01,0,0.0,0.0,2,0,4020,89.3,12,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.20181634712411706,0.006619071644803229,9.172602739726027,1096.0,0,0,0
14500,14500, 60 months,15.58,349.39,D,D3,US MILITARY,5 years,RENT,43920.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,017xx,MA,24.04,0,2005-07-01,2,0.0,0.0,5,0,7731,64.4,14,2012-08-01,2012-08-01,0.0,0.0,0.0,0.0,0,0.3301457194899818,0.007955145719489982,5.087671232876712,731.0,1,1,0
6000,6000, 60 months,11.86,133.05,B,B5,Fender,4 years,MORTGAGE,46000.0,Not Verified,2010-08-01,Fully Paid,major_purchase,900xx,CA,3.97,0,2004-04-01,0,40.0,0.0,8,0,4822,45.5,10,2013-02-01,2013-06-01,0.0,0.0,0.0,0.0,0,0.13043478260869565,0.0028923913043478263,6.336986301369863,915.0,0,0,0
9600,9600, 36 months,7.51,298.67,A,A4,Anitox Corp.,10+ years,MORTGAGE,66800.0,Source Verified,2010-08-01,Fully Paid,major_purchase,728xx,AR,16.63,0,1996-08-01,1,25.0,0.0,15,0,3583,9.5,36,2011-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.1437125748502994,0.004471107784431138,14.008219178082191,396.0,0,0,0
12000,12000, 60 months,11.86,266.09,B,B5,"Go Figure, Inc.",3 years,MORTGAGE,80000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,774xx,TX,24.54,0,1999-04-01,0,0.0,0.0,13,0,37971,58.6,15,2013-06-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.15,0.0033261249999999997,11.342465753424657,1035.0,1,0,0
9600,9600, 36 months,7.88,300.3,A,A5,Nordstrom,3 years,RENT,34000.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,456xx,MI,15.56,1,1999-08-01,0,12.0,0.0,8,0,4185,53.0,19,2012-11-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.2823529411764706,0.008832352941176472,11.008219178082191,823.0,0,0,0
4000,4000, 60 months,7.88,80.88,A,A5,Mature Services,5 years,OWN,24166.0,Not Verified,2010-08-01,Fully Paid,car,442xx,OH,0.74,0,2000-08-01,0,0.0,0.0,6,0,203,1.2,23,2011-01-01,2011-02-01,0.0,0.0,0.0,0.0,0,0.16552180749813789,0.0033468509476123477,10.005479452054795,153.0,0,0,0
21000,21000, 60 months,16.45,515.72,E,E1,Washington Army National Guard,5 years,MORTGAGE,70000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,985xx,WA,10.08,0,2001-01-01,0,0.0,0.0,9,0,11356,29.1,14,2015-05-01,2015-06-01,0.0,0.0,0.0,0.0,0,0.3,0.007367428571428572,9.586301369863014,1734.0,0,1,0
1500,1500, 36 months,11.12,49.2,B,B3,penny marketing,Unknown,MORTGAGE,21408.0,Not Verified,2010-08-01,Fully Paid,other,032xx,NH,20.57,0,1999-03-01,2,75.0,64.0,8,2,6494,82.2,15,2013-07-01,2013-11-01,0.0,0.0,0.0,0.0,0,0.07006726457399103,0.002298206278026906,11.427397260273972,1065.0,1,0,0
7000,7000, 60 months,15.21,167.31,D,D2,walmart,5 years,MORTGAGE,27000.0,Verified,2010-08-01,Fully Paid,car,010xx,MA,0.89,2,1996-07-01,1,19.0,100.0,4,1,986,37.9,13,2014-02-01,2014-09-01,0.0,0.0,1.0,0.0,0,0.25925925925925924,0.006196666666666667,14.093150684931507,1280.0,0,1,0
15000,15000, 60 months,13.23,343.07,C,C1,W New York  (Starwood),10+ years,RENT,45227.0,Not Verified,2010-08-01,Fully Paid,credit_card,113xx,NY,12.97,0,1996-02-01,0,0.0,0.0,6,0,12662,77.7,14,2015-02-01,2015-02-01,0.0,0.0,0.0,0.0,0,0.33166029141884273,0.007585513078470825,14.506849315068493,1645.0,0,0,0
2800,2800, 36 months,15.21,97.36,D,D2,city of los angeles,10+ years,RENT,80000.0,Not Verified,2010-08-01,Charged Off,other,917xx,CA,9.57,0,1991-03-01,0,0.0,107.0,7,1,10869,98.8,13,2012-12-01,2013-05-01,0.0,0.0,1.0,0.0,0,0.035,0.001217,19.432876712328767,853.0,0,1,1
14500,14500, 36 months,10.75,473.0,B,B2,"Diebold, Inc.",3 years,MORTGAGE,80000.0,Verified,2010-08-01,Fully Paid,credit_card,800xx,CO,15.96,2,1977-01-01,0,8.0,0.0,16,0,4584,6.1,40,2011-04-01,2014-11-01,0.0,0.0,0.0,0.0,0,0.18125,0.0059125,33.602739726027394,243.0,0,0,0
5600,5600, 60 months,13.98,130.25,C,C3,fine lines co,5 years,RENT,84000.0,Not Verified,2010-08-01,Fully Paid,car,900xx,CA,0.84,0,2002-01-01,0,60.0,104.0,4,1,862,8.4,9,2014-11-01,2014-11-01,0.0,0.0,1.0,0.0,0,0.06666666666666667,0.001550595238095238,8.586301369863014,1553.0,0,0,0
7500,7500, 60 months,11.86,166.31,B,B5,Cooper Mechanical,3 years,MORTGAGE,74880.0,Not Verified,2010-08-01,Fully Paid,car,800xx,CO,8.13,0,1988-07-01,1,0.0,86.0,7,1,0,0.0,24,2013-10-01,2016-05-01,0.0,0.0,1.0,0.0,0,0.10016025641025642,0.002221020299145299,22.0986301369863,1157.0,0,0,0
10000,10000, 60 months,15.21,239.01,D,D2,Ocean Bank,< 1 year,MORTGAGE,129996.0,Verified,2010-08-01,Fully Paid,other,330xx,FL,9.1,0,1996-09-01,2,54.0,0.0,10,0,9013,60.1,21,2015-08-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.07692544385981107,0.0018385950336933443,13.923287671232877,1826.0,0,1,0
1500,1500, 36 months,19.41,55.3,F,F4,old collier golf club,6 years,RENT,33600.0,Not Verified,2010-08-01,Fully Paid,home_improvement,341xx,FL,24.21,0,2007-06-01,1,0.0,0.0,2,0,299,99.7,3,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.044642857142857144,0.0016458333333333333,3.16986301369863,1096.0,1,1,0
5500,5500, 36 months,14.72,189.91,C,C5,Unknown,Unknown,RENT,21600.0,Verified,2010-08-01,Fully Paid,debt_consolidation,908xx,CA,18.17,0,2005-09-01,1,0.0,0.0,6,0,10557,74.3,8,2012-11-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.25462962962962965,0.008792129629629629,4.917808219178082,823.0,0,0,0
3250,3250, 36 months,15.21,113.0,D,D2,Mcwane Science Center,4 years,MORTGAGE,27996.0,Not Verified,2010-08-01,Fully Paid,debt_consolidation,352xx,AL,24.35,0,2006-01-01,2,0.0,0.0,12,0,4346,38.5,16,2013-08-01,2015-04-01,0.0,0.0,0.0,0.0,0,0.11608801257322475,0.004036290898699814,4.583561643835616,1096.0,1,1,0
7000,7000, 36 months,11.49,230.8,B,B4,Dept of Commerce,1 year,RENT,62400.0,Source Verified,2010-08-01,Charged Off,credit_card,930xx,CA,8.77,0,1999-12-01,0,0.0,0.0,9,0,2755,18.8,11,2010-10-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.11217948717948718,0.003698717948717949,10.673972602739726,61.0,0,0,1
15000,15000, 36 months,14.35,515.22,C,C4,City of Austin,4 years,MORTGAGE,66000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,786xx,TX,22.84,0,1991-04-01,2,63.0,0.0,12,0,30378,83.5,23,2013-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.22727272727272727,0.0078063636363636365,19.34794520547945,884.0,1,0,0
15000,15000, 36 months,10.38,486.69,B,B1,CSC,10+ years,MORTGAGE,91000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,782xx,TX,8.68,0,1987-09-01,1,0.0,0.0,5,0,28481,58.1,17,2012-07-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.16483516483516483,0.0053482417582417585,22.931506849315067,700.0,0,0,0
10000,10000, 60 months,10.75,216.18,B,B2,Fort Hancock ISD,10+ years,MORTGAGE,48000.0,Not Verified,2010-08-01,Fully Paid,debt_consolidation,799xx,TX,3.88,0,1992-05-01,0,0.0,0.0,10,0,8711,29.2,25,2015-08-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.20833333333333334,0.00450375,18.263013698630136,1826.0,0,0,0
15000,15000, 36 months,13.61,509.83,C,C2,Cambria,6 years,OWN,36960.0,Verified,2010-08-01,Fully Paid,other,560xx,MN,19.09,0,1996-12-01,0,66.0,0.0,16,0,14127,60.4,25,2013-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.40584415584415584,0.013794101731601732,13.673972602739726,1096.0,0,0,0
2000,2000, 36 months,14.72,69.06,C,C5,Masco Builder Cabinet Group,10+ years,RENT,34000.0,Source Verified,2010-08-01,Fully Paid,major_purchase,403xx,KY,1.24,0,2004-07-01,0,0.0,0.0,3,0,1003,16.4,12,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.058823529411764705,0.0020311764705882355,6.087671232876712,1096.0,0,0,0
7000,7000, 36 months,13.98,239.18,C,C3,Unknown,Unknown,OWN,30000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,112xx,NY,18.48,1,1994-09-01,0,18.0,0.0,9,0,3499,72.2,13,2011-10-01,2011-08-01,0.0,0.0,0.0,0.0,0,0.23333333333333334,0.007972666666666666,15.926027397260274,426.0,0,0,0
6400,6400, 36 months,7.88,200.2,A,A5,Bank of America,10+ years,MORTGAGE,42000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,219xx,MD,7.34,1,1986-12-01,3,22.0,0.0,7,0,1803,35.4,22,2011-01-01,2015-09-01,0.0,0.0,0.0,0.0,0,0.1523809523809524,0.0047666666666666664,23.682191780821917,153.0,0,0,0
8000,8000, 36 months,11.49,263.78,B,B4,"Mobile Posse, Inc.",< 1 year,MORTGAGE,85000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,225xx,VA,11.35,1,2002-05-01,0,18.0,0.0,7,0,10142,47.8,15,2011-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.09411764705882353,0.0031032941176470587,8.257534246575343,365.0,0,0,0
8000,8000, 36 months,11.12,262.37,B,B3,American Medical Response,10+ years,MORTGAGE,109200.0,Source Verified,2010-08-01,Fully Paid,credit_card,945xx,CA,7.09,0,1993-04-01,0,0.0,0.0,4,0,11840,76.4,7,2011-05-01,2011-05-01,0.0,0.0,0.0,0.0,0,0.07326007326007326,0.0024026556776556777,17.345205479452055,273.0,0,0,0
9000,9000, 36 months,13.61,305.9,C,C2,Crossix Solutions,< 1 year,RENT,60000.0,Not Verified,2010-08-01,Fully Paid,credit_card,112xx,NY,10.9,0,2003-12-01,0,38.0,0.0,10,0,9084,90.9,21,2013-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.15,0.005098333333333333,6.671232876712328,915.0,0,0,0
10000,10000, 60 months,15.58,240.96,D,D3,Alerio Technology Group,< 1 year,RENT,44400.0,Source Verified,2010-08-01,Charged Off,educational,800xx,CO,10.62,0,1987-02-01,0,0.0,87.0,6,1,9743,65.0,21,2014-07-01,2016-05-01,0.0,0.0,1.0,0.0,0,0.22522522522522523,0.005427027027027027,23.512328767123286,1430.0,0,1,1
8500,8500, 60 months,17.19,212.12,E,E3,Unknown,Unknown,RENT,24468.0,Verified,2010-08-01,Charged Off,credit_card,947xx,CA,15.11,0,1999-12-01,0,0.0,0.0,5,0,9299,89.4,5,2012-03-01,2012-08-01,0.0,0.0,0.0,0.0,0,0.3473925126696093,0.008669282327938533,10.673972602739726,578.0,0,1,1
25000,25000, 36 months,15.21,869.21,D,D2,Manhattan Beach Unified School District,3 years,RENT,93600.0,Verified,2010-08-01,Fully Paid,debt_consolidation,902xx,CA,23.09,0,1996-01-01,0,0.0,105.0,11,1,29383,75.7,23,2013-02-01,2013-02-01,0.0,0.0,1.0,0.0,0,0.2670940170940171,0.009286431623931625,14.591780821917808,915.0,1,1,0
18000,18000, 60 months,10.75,389.13,B,B2,Ulta,2 years,MORTGAGE,47000.0,Verified,2010-08-01,Charged Off,debt_consolidation,729xx,AR,22.01,0,1985-09-01,1,0.0,0.0,21,0,2209,7.2,60,2013-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.3829787234042553,0.008279361702127659,24.931506849315067,1096.0,1,0,1
4000,4000, 36 months,11.12,131.19,B,B3,doctors hospital,3 years,RENT,73000.0,Source Verified,2010-08-01,Fully Paid,vacation,331xx,FL,11.21,0,1997-04-01,2,0.0,0.0,6,0,1749,72.9,23,2013-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.0547945205479452,0.0017971232876712328,13.342465753424657,915.0,0,0,0
8500,8500, 60 months,10.38,182.2,B,B1,mount sinai hospital,9 years,MORTGAGE,72000.0,Verified,2010-08-01,Fully Paid,car,606xx,IL,0.33,0,1994-02-01,1,0.0,0.0,6,0,334,0.8,12,2013-05-01,2013-05-01,0.0,0.0,0.0,0.0,0,0.11805555555555555,0.0025305555555555554,16.506849315068493,1004.0,0,0,0
25000,25000, 60 months,13.61,576.67,C,C2,Nye Communities Coalition,7 years,MORTGAGE,48436.0,Verified,2010-08-01,Fully Paid,debt_consolidation,890xx,NV,12.44,0,2000-08-01,0,0.0,0.0,6,0,19751,79.6,11,2013-03-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.5161450161037245,0.011905813857461391,10.005479452054795,943.0,0,0,0
25000,25000, 60 months,17.19,623.88,E,E3,Unknown,10+ years,MORTGAGE,100100.0,Verified,2010-08-01,Fully Paid,debt_consolidation,491xx,MI,17.36,0,1996-09-01,1,0.0,0.0,12,0,39686,63.2,35,2015-08-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.24975024975024976,0.006232567432567433,13.923287671232877,1826.0,0,1,0
15000,15000, 60 months,16.32,367.33,D,D5,Attica Central School District,10+ years,MORTGAGE,70000.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,140xx,NY,15.74,0,1998-04-01,3,69.0,0.0,17,0,19566,57.2,39,2011-12-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.21428571428571427,0.005247571428571429,12.342465753424657,487.0,0,1,0
9000,9000, 60 months,15.21,215.11,D,D2,indiana harbor belt railroad,5 years,MORTGAGE,85200.0,Not Verified,2010-08-01,Charged Off,debt_consolidation,604xx,IL,14.59,0,1999-11-01,0,0.0,0.0,10,0,32661,92.8,22,2012-03-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.1056338028169014,0.0025247652582159625,10.756164383561643,578.0,0,1,1
2000,2000, 36 months,13.23,67.61,C,C1,Arlington Public Schools,5 years,RENT,42000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,021xx,MA,21.63,2,1998-09-01,3,18.0,0.0,12,0,4408,55.1,29,2013-08-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.047619047619047616,0.0016097619047619049,11.923287671232877,1096.0,1,0,0
6000,6000, 36 months,6.76,184.61,A,A2,utmb,10+ years,RENT,37000.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,775xx,TX,23.64,0,1990-03-01,3,0.0,0.0,8,0,6032,15.3,26,2012-11-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.16216216216216217,0.00498945945945946,20.432876712328767,823.0,1,0,0
8700,8700, 36 months,7.88,272.15,A,A5,Unknown,4 years,RENT,45000.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,941xx,CA,7.55,0,1993-11-01,1,0.0,0.0,5,0,12647,32.3,12,2013-01-01,2015-12-01,0.0,0.0,0.0,0.0,0,0.19333333333333333,0.006047777777777777,16.75890410958904,884.0,0,0,0
16000,16000, 60 months,15.95,388.67,D,D4,Pinecrest Insurance Services,10+ years,RENT,58000.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,913xx,CA,22.16,0,1996-11-01,0,0.0,97.0,11,1,8687,68.9,18,2013-09-01,2016-05-01,0.0,0.0,1.0,0.0,0,0.27586206896551724,0.006701206896551725,13.756164383561643,1127.0,1,1,0
2525,2525, 36 months,13.98,86.28,C,C3,Zaccho Dance Theatre,4 years,RENT,57500.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,948xx,CA,2.36,0,1995-02-01,1,40.0,0.0,2,0,473,94.6,10,2013-08-01,2015-12-01,0.0,0.0,0.0,0.0,0,0.04391304347826087,0.0015005217391304347,15.506849315068493,1096.0,0,0,0
5000,5000, 36 months,11.86,165.74,B,B5,Las Vegas Metro Police,6 years,MORTGAGE,99600.0,Source Verified,2010-08-01,Fully Paid,car,891xx,NV,2.07,0,1994-08-01,2,0.0,0.0,7,0,6606,57.9,17,2013-07-01,2013-07-01,0.0,0.0,0.0,0.0,0,0.050200803212851405,0.0016640562248995984,16.01095890410959,1065.0,0,0,0
14000,14000, 36 months,13.23,473.27,C,C1,NRT REOexperts,4 years,MORTGAGE,64000.0,Not Verified,2010-08-01,Fully Paid,debt_consolidation,334xx,FL,16.84,0,1999-01-01,1,0.0,0.0,6,0,14911,81.9,22,2012-08-01,2012-08-01,0.0,0.0,0.0,0.0,0,0.21875,0.0073948437499999995,11.58904109589041,731.0,0,0,0
4500,4500, 36 months,6.39,137.7,A,A1,Macy's Systems and Technology,10+ years,MORTGAGE,85100.0,Verified,2010-08-01,Fully Paid,debt_consolidation,300xx,GA,6.35,0,1999-03-01,0,0.0,0.0,8,0,4446,9.1,24,2012-02-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.052878965922444184,0.0016180963572267918,11.427397260273972,549.0,0,0,0
10400,10400, 60 months,13.61,239.9,C,C2,city of tempe,5 years,MORTGAGE,44000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,852xx,AZ,16.12,0,1999-09-01,2,0.0,0.0,7,0,9074,78.2,22,2015-04-01,2015-04-01,0.0,0.0,0.0,0.0,0,0.23636363636363636,0.0054522727272727275,10.923287671232877,1704.0,0,0,0
25000,25000, 60 months,17.56,628.87,E,E4,Space Dynamics Laboratory,10+ years,MORTGAGE,111549.0,Source Verified,2010-08-01,Fully Paid,credit_card,843xx,UT,13.9,1,1978-10-01,2,17.0,0.0,6,0,35662,68.6,17,2013-05-01,2013-05-01,0.0,0.0,0.0,0.0,0,0.2241167558651355,0.00563761217043631,31.854794520547944,1004.0,0,1,0
25000,25000, 36 months,15.58,873.76,D,D3,Design Kitchen,< 1 year,MORTGAGE,78000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,606xx,IL,13.0,0,2000-11-01,2,0.0,0.0,18,0,17978,67.6,38,2013-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.32051282051282054,0.011202051282051283,9.753424657534246,1096.0,0,1,0
8000,8000, 36 months,7.51,248.89,A,A4,Credit Acceptance Corporation,9 years,MORTGAGE,120000.0,Verified,2010-08-01,Fully Paid,home_improvement,801xx,CO,2.54,0,1987-11-01,4,0.0,0.0,16,0,3336,3.7,46,2011-02-01,2011-02-01,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.002074083333333333,22.764383561643836,184.0,0,0,0
24000,24000, 36 months,16.45,849.12,E,E1,Benefitfocus,3 years,RENT,68250.0,Verified,2010-08-01,Charged Off,debt_consolidation,294xx,SC,15.09,0,1998-04-01,1,0.0,0.0,6,0,28569,96.1,11,2011-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.3516483516483517,0.012441318681318682,12.342465753424657,365.0,0,1,1
4000,4000, 36 months,13.98,136.68,C,C3,ABM/Cushman Wakefield,4 years,RENT,107000.0,Source Verified,2010-08-01,Fully Paid,car,076xx,NJ,7.33,0,1995-05-01,0,0.0,0.0,10,0,18301,95.3,12,2013-08-01,2014-01-01,0.0,0.0,0.0,0.0,0,0.037383177570093455,0.0012773831775700936,15.263013698630138,1096.0,0,0,0
4000,4000, 36 months,7.51,124.45,A,A4,Datastrip,5 years,MORTGAGE,50000.0,Source Verified,2010-08-01,Fully Paid,debt_consolidation,194xx,PA,23.23,0,2002-03-01,0,0.0,0.0,10,0,21911,61.4,15,2013-03-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.08,0.002489,8.424657534246576,943.0,1,0,0
16000,16000, 60 months,11.12,348.84,B,B3,Liberty Mutual,1 year,RENT,95000.0,Verified,2010-08-01,Fully Paid,major_purchase,021xx,MA,11.31,0,1996-05-01,3,0.0,0.0,11,0,12631,35.9,40,2015-08-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.16842105263157894,0.003672,14.26027397260274,1826.0,0,0,0
10000,10000, 36 months,7.51,311.11,A,A4,AIRGAS INTERMOUNTAIN INC.,10+ years,MORTGAGE,59004.0,Not Verified,2010-08-01,Fully Paid,other,805xx,CO,3.25,0,1992-10-01,3,0.0,0.0,10,0,613,1.4,28,2013-01-01,2013-02-01,0.0,0.0,0.0,0.0,0,0.16948003525184732,0.005272693376720223,17.843835616438355,884.0,0,0,0
8500,8500, 36 months,7.88,265.89,A,A5,First Protocol,3 years,RENT,62500.0,Verified,2010-08-01,Fully Paid,debt_consolidation,100xx,NY,20.41,0,2000-10-01,0,0.0,0.0,13,0,6805,56.2,25,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0,0.136,0.004254239999999999,9.838356164383562,943.0,1,0,0
7200,7200, 36 months,14.35,247.31,C,C4,Allen Samuels Dodge,10+ years,MORTGAGE,108000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,762xx,TX,16.71,0,1995-10-01,1,57.0,0.0,12,0,8884,52.0,26,2013-08-01,2014-11-01,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.0022899074074074076,14.843835616438357,1096.0,0,0,0
4000,4000, 60 months,11.12,87.21,B,B3,mckinley title,8 years,RENT,26000.0,Source Verified,2010-08-01,Fully Paid,medical,447xx,OH,4.94,0,2000-04-01,1,0.0,112.0,7,1,3559,16.0,9,2015-08-01,2015-08-01,0.0,0.0,1.0,0.0,0,0.15384615384615385,0.003354230769230769,10.33972602739726,1826.0,0,0,0
25000,25000, 36 months,16.32,882.89,D,D5,Sage Realty Corp,10+ years,RENT,170000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,100xx,NY,18.35,0,1995-03-01,0,0.0,0.0,16,0,74020,83.1,25,2013-08-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.14705882352941177,0.005193470588235294,15.43013698630137,1096.0,0,1,0
4000,4000, 60 months,16.32,97.96,D,D5,new bremen schools,1 year,RENT,19200.0,Source Verified,2010-08-01,Fully Paid,other,458xx,OH,24.13,0,2002-08-01,0,0.0,0.0,6,0,12354,97.3,9,2015-08-01,2015-08-01,0.0,0.0,0.0,0.0,0,0.20833333333333334,0.005102083333333333,8.005479452054795,1826.0,1,1,0
10000,10000, 36 months,11.86,331.48,B,B5,The Karate Studio,10+ years,RENT,24000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,234xx,VA,0.0,0,1995-05-01,0,25.0,0.0,3,0,0,0.0,8,2011-11-01,2011-12-01,0.0,0.0,0.0,0.0,0,0.4166666666666667,0.013811666666666668,15.263013698630138,457.0,0,0,0
15250,15250, 60 months,16.32,373.45,D,D5,The Walt Disney Company,5 years,RENT,46800.0,Verified,2010-08-01,Fully Paid,debt_consolidation,900xx,CA,24.49,0,2004-09-01,0,0.0,0.0,5,0,24157,90.6,8,2014-02-01,2015-07-01,0.0,0.0,0.0,0.0,0,0.32585470085470086,0.007979700854700855,5.917808219178082,1280.0,1,1,0
3600,3600, 36 months,13.61,122.36,C,C2,US Bank,1 year,RENT,14500.0,Verified,2010-08-01,Fully Paid,debt_consolidation,648xx,MO,2.98,0,2001-01-01,1,0.0,0.0,2,0,723,12.7,3,2013-08-01,2014-05-01,0.0,0.0,0.0,0.0,0,0.2482758620689655,0.008438620689655172,9.586301369863014,1096.0,0,0,0
17000,17000, 36 months,7.88,531.78,A,A5,Yonkers Public Schools ,6 years,RENT,48000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,109xx,NY,14.88,0,1997-01-01,4,0.0,0.0,7,0,12367,29.4,29,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.3541666666666667,0.01107875,13.58904109589041,1096.0,0,0,0
25000,25000, 36 months,15.95,878.31,D,D4,AT&T,10+ years,OWN,83000.0,Verified,2010-08-01,Fully Paid,debt_consolidation,917xx,CA,17.61,0,1989-07-01,0,63.0,0.0,14,0,46519,60.5,45,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.30120481927710846,0.010582048192771084,21.0986301369863,1096.0,0,1,0
11000,11000, 36 months,13.98,375.85,C,C3,Unknown,Unknown,OWN,34000.0,Source Verified,2010-08-01,Charged Off,debt_consolidation,124xx,NY,8.93,1,1973-12-01,0,5.0,0.0,4,0,1099,4.3,12,2011-06-01,2011-08-01,0.0,0.0,0.0,0.0,0,0.3235294117647059,0.011054411764705884,36.69041095890411,304.0,0,0,1
24250,24250, 60 months,17.56,610.01,E,E4,Pemco Insurance ,6 years,MORTGAGE,66840.0,Verified,2010-08-01,Charged Off,debt_consolidation,980xx,WA,16.82,0,1999-01-01,1,0.0,0.0,10,0,21778,73.4,37,2012-06-01,2012-08-01,0.0,0.0,0.0,0.0,0,0.3628067025733094,0.009126421304608019,11.58904109589041,670.0,0,1,1
1500,1500, 36 months,11.49,49.46,B,B4,ICVM Group,3 years,OWN,50000.0,Source Verified,2010-07-01,Fully Paid,major_purchase,117xx,NY,16.44,0,2004-09-01,1,0.0,0.0,8,0,4578,77.6,8,2012-08-01,2012-08-01,0.0,0.0,0.0,0.0,0,0.03,0.0009892,5.832876712328767,762.0,0,0,0
16000,16000, 36 months,7.88,500.5,A,A5,Professional Healthcare Resources  Inc,2 years,MORTGAGE,90996.0,Not Verified,2010-08-01,Fully Paid,home_improvement,211xx,MD,13.95,0,1984-08-01,1,0.0,0.0,10,0,22986,62.3,25,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0,0.17583190469910764,0.005500241768868961,26.016438356164382,1096.0,0,0,0
